city;area;rooms;bathroom;parking spaces;floor;animal;furniture;rent
Rio de Janeiro;70;2;1;1;2;acept;not furnished;3072
São Paulo;35;1;1;0;3;acept;furnished;3072
São Paulo;55;1;1;1;11;not acept;not furnished;3072
São Paulo;40;1;1;1;5;acept;furnished;3073
São Paulo;57;2;2;1;8;acept;not furnished;3073
São Paulo;79;3;2;1;8;acept;furnished;3073
São Paulo;30;1;1;1;5;not acept;not furnished;3074
São Paulo;48;1;1;0;1;not acept;not furnished;3074
Rio de Janeiro;36;1;1;0;5;acept;not furnished;3075
Rio de Janeiro;103;4;3;0;0;acept;furnished;3075
São Paulo;55;2;1;0;5;acept;furnished;3075
São Paulo;75;3;2;2;14;acept;not furnished;3075
São Paulo;100;3;2;0;3;not acept;not furnished;3076
São Paulo;130;5;2;0;2;acept;not furnished;3076
Belo Horizonte;57;1;1;1;6;not acept;not furnished;3077
Porto Alegre;75;2;2;0;5;acept;not furnished;3077
Porto Alegre;115;1;2;2;7;acept;not furnished;3077
São Paulo;34;1;1;0;12;acept;furnished;3077
Campinas;119;3;2;2;7;acept;not furnished;3078
Campinas;200;3;3;2;0;acept;not furnished;3078
São Paulo;20;1;1;1;3;not acept;furnished;3078
São Paulo;30;1;1;1;11;acept;furnished;3078
São Paulo;58;2;2;2;2;acept;not furnished;3078
São Paulo;80;2;1;1;6;acept;not furnished;3078
São Paulo;30;1;1;1;14;not acept;not furnished;3079
Belo Horizonte;150;3;2;2;3;acept;not furnished;3080
Porto Alegre;140;3;1;0;8;acept;not furnished;3080
Rio de Janeiro;75;2;1;0;3;acept;not furnished;3080
Belo Horizonte;113;2;2;2;4;acept;not furnished;3081
São Paulo;78;3;2;1;2;not acept;not furnished;3081
Rio de Janeiro;110;3;2;1;2;acept;not furnished;3083
São Paulo;75;3;3;2;10;acept;not furnished;3083
Campinas;65;3;1;1;3;acept;furnished;3084
São Paulo;31;1;1;1;14;acept;not furnished;3085
São Paulo;90;3;2;1;4;acept;not furnished;3085
São Paulo;60;1;1;1;7;not acept;not furnished;3086
Belo Horizonte;200;4;1;2;4;acept;not furnished;3088
Porto Alegre;100;2;3;2;3;acept;furnished;3088
São Paulo;150;3;4;2;0;acept;not furnished;3088
Porto Alegre;274;3;2;2;1;acept;not furnished;3090
Belo Horizonte;125;3;3;1;5;acept;not furnished;3091
São Paulo;220;3;3;3;0;acept;furnished;3093
São Paulo;219;3;2;2;0;acept;not furnished;3094
Belo Horizonte;133;3;2;3;1;not acept;not furnished;3095
Belo Horizonte;255;3;2;4;0;not acept;not furnished;3096
São Paulo;170;3;2;2;0;not acept;not furnished;3096
Campinas;156;4;5;3;3;not acept;not furnished;3097
Rio de Janeiro;42;1;1;0;12;acept;furnished;3097
Rio de Janeiro;70;2;1;0;6;not acept;not furnished;3097
São Paulo;48;1;1;1;3;acept;not furnished;3097
Rio de Janeiro;120;3;1;1;8;acept;not furnished;3099
São Paulo;75;2;3;2;6;not acept;not furnished;3101
Rio de Janeiro;62;3;2;1;4;acept;furnished;3102
São Paulo;58;2;1;1;1;acept;not furnished;3102
São Paulo;72;2;2;1;1;acept;not furnished;3102
São Paulo;80;2;2;5;0;acept;not furnished;3105
Porto Alegre;45;1;1;1;13;acept;furnished;3108
Porto Alegre;105;3;3;0;3;acept;not furnished;3108
São Paulo;69;3;2;2;6;not acept;not furnished;3110
São Paulo;90;3;2;0;9;acept;not furnished;3111
Belo Horizonte;85;2;1;1;1;not acept;not furnished;3112
Porto Alegre;42;1;1;1;11;acept;not furnished;3112
Porto Alegre;43;1;1;2;3;acept;furnished;3112
São Paulo;64;2;2;2;4;acept;not furnished;3112
Rio de Janeiro;120;3;1;1;2;acept;not furnished;3113
São Paulo;120;4;3;2;0;acept;not furnished;3113
São Paulo;65;3;1;1;6;acept;not furnished;3114
São Paulo;77;2;1;1;5;acept;not furnished;3114
São Paulo;75;3;2;1;11;not acept;not furnished;3115
Belo Horizonte;70;2;2;2;6;acept;not furnished;3116
Belo Horizonte;193;4;2;1;6;acept;not furnished;3116
São Paulo;35;1;1;1;7;acept;furnished;3116
São Paulo;97;3;1;1;10;acept;not furnished;3117
São Paulo;49;2;2;1;8;acept;not furnished;3118
São Paulo;100;2;1;3;0;not acept;not furnished;3119
Rio de Janeiro;105;3;2;1;2;acept;not furnished;3120
Belo Horizonte;115;3;2;2;0;acept;not furnished;3121
Porto Alegre;90;2;2;1;18;not acept;not furnished;3121
São Paulo;40;1;1;1;11;not acept;not furnished;3121
Rio de Janeiro;52;1;1;1;3;acept;furnished;3122
São Paulo;80;3;2;2;19;acept;not furnished;3122
Belo Horizonte;100;3;3;2;6;acept;not furnished;3123
Belo Horizonte;140;4;2;2;3;acept;not furnished;3124
São Paulo;135;3;2;1;0;acept;not furnished;3124
Rio de Janeiro;80;2;2;0;6;acept;furnished;3125
Rio de Janeiro;118;3;2;0;2;acept;not furnished;3125
Campinas;73;3;2;2;17;acept;not furnished;3126
São Paulo;90;2;1;2;4;acept;not furnished;3126
Campinas;110;3;2;2;7;not acept;not furnished;3127
São Paulo;140;2;1;0;13;acept;not furnished;3128
Rio de Janeiro;80;2;2;1;10;acept;not furnished;3129
São Paulo;75;3;2;0;12;not acept;furnished;3129
São Paulo;84;3;2;1;3;not acept;furnished;3129
Belo Horizonte;95;3;2;2;10;acept;not furnished;3131
Porto Alegre;102;3;2;5;0;acept;not furnished;3131
Belo Horizonte;126;4;2;2;1;acept;not furnished;3132
São Paulo;200;2;1;0;0;acept;not furnished;3134
Porto Alegre;80;3;2;2;2;acept;not furnished;3135
São Paulo;75;3;1;1;8;not acept;not furnished;3135
Belo Horizonte;184;5;3;2;3;acept;not furnished;3136
Rio de Janeiro;128;4;2;0;2;not acept;not furnished;3136
Porto Alegre;73;2;1;1;8;acept;not furnished;3137
Porto Alegre;74;2;2;2;5;acept;not furnished;3137
São Paulo;160;2;2;4;0;acept;not furnished;3137
São Paulo;65;2;1;1;1;acept;not furnished;3138
Porto Alegre;78;2;2;1;4;acept;not furnished;3139
Belo Horizonte;95;3;2;2;3;acept;not furnished;3140
Belo Horizonte;123;3;2;1;3;acept;not furnished;3141
Porto Alegre;80;2;2;0;3;acept;furnished;3141
Porto Alegre;45;1;1;2;5;acept;not furnished;3143
Porto Alegre;140;3;4;2;0;not acept;not furnished;3145
São Paulo;42;1;1;0;6;acept;not furnished;3145
Rio de Janeiro;70;2;2;1;6;not acept;not furnished;3146
Porto Alegre;63;2;2;0;7;not acept;furnished;3147
São Paulo;30;1;1;1;4;not acept;furnished;3147
São Paulo;47;1;2;1;2;acept;furnished;3147
Belo Horizonte;80;2;2;2;9;acept;not furnished;3148
São Paulo;47;1;1;1;6;acept;not furnished;3149
Belo Horizonte;78;2;3;2;3;acept;not furnished;3150
São Paulo;85;3;1;2;6;acept;not furnished;3150
Rio de Janeiro;44;2;1;0;4;acept;not furnished;3152
São Paulo;45;1;1;1;13;acept;not furnished;3153
Campinas;91;3;2;2;12;acept;not furnished;3154
Porto Alegre;68;1;2;1;4;acept;furnished;3154
São Paulo;68;2;2;1;8;not acept;not furnished;3156
São Paulo;100;2;3;1;4;acept;furnished;3156
São Paulo;105;3;3;1;5;acept;not furnished;3158
Porto Alegre;105;3;2;2;1;acept;not furnished;3159
Rio de Janeiro;55;2;1;0;4;acept;not furnished;3161
Rio de Janeiro;46;1;1;0;3;acept;not furnished;3162
São Paulo;150;4;3;0;2;acept;not furnished;3162
São Paulo;180;3;3;1;0;not acept;not furnished;3163
Belo Horizonte;298;4;3;2;3;acept;furnished;3164
São Paulo;34;1;1;0;12;acept;not furnished;3164
Belo Horizonte;141;4;2;1;2;acept;not furnished;3167
Porto Alegre;42;1;1;1;1;acept;furnished;3167
Porto Alegre;85;3;3;0;0;not acept;not furnished;3167
São Paulo;90;3;2;2;6;not acept;furnished;3167
São Paulo;54;1;1;1;13;acept;furnished;3168
São Paulo;78;2;2;1;1;acept;not furnished;3168
São Paulo;70;2;1;1;14;acept;not furnished;3169
Campinas;94;3;3;2;1;acept;not furnished;3170
Campinas;103;3;2;2;2;acept;not furnished;3170
Rio de Janeiro;75;2;2;0;2;acept;not furnished;3172
São Paulo;61;1;1;0;1;not acept;furnished;3172
São Paulo;70;3;1;1;1;acept;not furnished;3173
São Paulo;145;3;2;2;0;acept;furnished;3174
Campinas;165;3;2;0;0;acept;not furnished;3175
Campinas;92;3;4;2;1;acept;not furnished;3176
Rio de Janeiro;60;2;2;0;4;not acept;not furnished;3176
Campinas;220;3;1;4;0;not acept;not furnished;3177
São Paulo;103;3;2;0;14;acept;not furnished;3177
São Paulo;56;2;1;1;13;acept;not furnished;3178
Porto Alegre;100;3;2;2;0;acept;not furnished;3179
São Paulo;72;2;1;1;11;acept;not furnished;3180
São Paulo;95;3;2;1;7;acept;not furnished;3180
Rio de Janeiro;80;2;2;0;6;acept;not furnished;3183
São Paulo;126;2;1;0;13;acept;not furnished;3183
Belo Horizonte;140;4;3;2;3;acept;not furnished;3184
São Paulo;36;1;1;0;6;acept;not furnished;3184
Rio de Janeiro;57;2;2;1;9;acept;not furnished;3185
São Paulo;35;1;1;1;14;not acept;not furnished;3185
São Paulo;78;2;2;2;12;acept;not furnished;3185
São Paulo;35;1;1;1;4;not acept;furnished;3186
São Paulo;50;1;1;0;3;acept;not furnished;3186
São Paulo;40;2;1;0;11;acept;not furnished;3187
Campinas;151;2;2;1;8;acept;furnished;3188
Rio de Janeiro;45;1;1;0;9;not acept;furnished;3188
São Paulo;47;2;2;2;6;acept;furnished;3189
Porto Alegre;182;3;4;2;0;acept;not furnished;3190
Porto Alegre;185;3;4;2;0;acept;not furnished;3190
Belo Horizonte;130;4;3;1;1;acept;not furnished;3191
Porto Alegre;360;4;4;4;0;not acept;not furnished;3192
Rio de Janeiro;195;4;1;0;0;acept;not furnished;3192
São Paulo;71;3;2;1;2;acept;not furnished;3192
São Paulo;98;2;2;0;6;acept;not furnished;3192
São Paulo;72;2;1;0;14;acept;not furnished;3193
São Paulo;300;2;1;2;0;acept;not furnished;3193
São Paulo;42;1;1;1;2;acept;not furnished;3195
São Paulo;330;1;3;8;0;acept;not furnished;3195
São Paulo;42;1;1;0;13;not acept;not furnished;3196
São Paulo;50;1;1;0;3;acept;not furnished;3196
São Paulo;125;3;2;2;0;acept;furnished;3196
Belo Horizonte;300;3;2;1;2;acept;not furnished;3198
São Paulo;78;3;2;2;10;acept;not furnished;3198
São Paulo;400;3;4;2;0;acept;not furnished;3198
Porto Alegre;110;3;2;1;3;not acept;furnished;3199
Belo Horizonte;136;3;3;2;6;acept;not furnished;3200
São Paulo;45;1;1;0;5;acept;not furnished;3200
São Paulo;62;2;2;1;5;acept;not furnished;3200
São Paulo;121;3;3;1;12;acept;not furnished;3200
Belo Horizonte;107;3;2;2;2;acept;furnished;3201
São Paulo;108;3;2;2;2;acept;not furnished;3201
Belo Horizonte;222;4;3;4;0;acept;not furnished;3203
São Paulo;57;2;2;1;10;not acept;not furnished;3203
Belo Horizonte;120;3;1;1;6;not acept;not furnished;3206
Porto Alegre;50;2;1;1;4;acept;furnished;3208
Rio de Janeiro;58;2;1;1;9;acept;not furnished;3208
Rio de Janeiro;85;2;2;1;1;acept;not furnished;3208
São Paulo;90;3;2;2;1;acept;not furnished;3208
São Paulo;180;3;2;1;0;not acept;not furnished;3209
Porto Alegre;95;2;1;1;3;acept;not furnished;3210
São Paulo;145;2;2;1;0;acept;not furnished;3210
Campinas;75;2;2;1;3;acept;not furnished;3212
Rio de Janeiro;170;3;1;1;10;acept;furnished;3212
Porto Alegre;82;2;2;2;6;acept;not furnished;3213
Rio de Janeiro;130;3;2;2;0;acept;not furnished;3213
São Paulo;54;2;2;1;8;not acept;not furnished;3213
São Paulo;37;1;1;0;4;acept;furnished;3214
São Paulo;200;2;2;2;0;acept;not furnished;3214
Rio de Janeiro;85;3;2;1;8;acept;not furnished;3215
São Paulo;80;3;1;0;0;not acept;not furnished;3215
Rio de Janeiro;89;3;1;1;7;acept;not furnished;3216
São Paulo;51;1;2;1;3;not acept;furnished;3216
Campinas;165;3;2;1;1;acept;not furnished;3217
São Paulo;40;1;1;0;2;not acept;furnished;3217
São Paulo;58;2;1;1;4;not acept;furnished;3218
São Paulo;100;3;2;0;0;acept;not furnished;3218
Rio de Janeiro;65;1;1;0;10;not acept;furnished;3219
São Paulo;72;2;2;1;4;acept;not furnished;3220
São Paulo;96;2;2;2;5;acept;not furnished;3221
Belo Horizonte;202;3;2;2;0;not acept;not furnished;3222
Rio de Janeiro;140;3;2;1;5;acept;furnished;3222
Porto Alegre;93;3;1;0;1;not acept;not furnished;3223
São Paulo;41;1;1;1;16;acept;furnished;3223
Porto Alegre;46;1;1;2;7;acept;not furnished;3224
Belo Horizonte;96;3;2;2;1;acept;not furnished;3225
São Paulo;54;2;2;2;5;acept;not furnished;3225
Campinas;70;2;3;1;7;acept;not furnished;3226
São Paulo;100;3;2;2;6;not acept;not furnished;3226
Campinas;140;3;2;1;5;acept;not furnished;3227
Rio de Janeiro;56;2;2;0;1;not acept;furnished;3227
São Paulo;64;2;2;1;4;acept;not furnished;3227
São Paulo;78;1;2;2;6;acept;not furnished;3227
Rio de Janeiro;39;1;1;0;2;not acept;furnished;3228
São Paulo;66;2;2;2;15;acept;not furnished;3228
São Paulo;80;2;2;0;9;not acept;not furnished;3229
Campinas;80;2;2;2;11;acept;not furnished;3231
Porto Alegre;147;4;4;2;2;acept;not furnished;3232
Porto Alegre;67;2;1;1;8;not acept;furnished;3233
São Paulo;66;1;1;1;1;acept;furnished;3233
Belo Horizonte;78;1;1;1;15;not acept;not furnished;3234
Rio de Janeiro;75;2;2;1;8;acept;not furnished;3235
São Paulo;125;2;2;1;0;acept;furnished;3235
Rio de Janeiro;40;1;1;1;11;not acept;furnished;3236
São Paulo;45;2;1;0;5;not acept;furnished;3236
São Paulo;70;2;2;4;0;acept;not furnished;3236
Rio de Janeiro;60;2;1;0;11;acept;not furnished;3237
São Paulo;42;1;1;1;3;acept;not furnished;3237
São Paulo;250;5;3;2;0;acept;not furnished;3237
São Paulo;56;1;1;0;9;acept;furnished;3238
Belo Horizonte;100;3;1;1;2;acept;not furnished;3240
Belo Horizonte;200;3;3;2;4;acept;not furnished;3241
São Paulo;110;3;2;2;14;acept;not furnished;3241
Belo Horizonte;140;3;2;0;2;not acept;not furnished;3242
Belo Horizonte;165;3;3;3;0;acept;not furnished;3242
Rio de Janeiro;70;2;2;0;2;acept;not furnished;3243
Rio de Janeiro;82;3;1;0;3;not acept;furnished;3245
Campinas;277;3;4;4;0;acept;not furnished;3246
Rio de Janeiro;122;3;1;0;6;acept;furnished;3246
São Paulo;217;3;1;1;0;acept;furnished;3246
Rio de Janeiro;25;1;1;0;6;not acept;furnished;3249
São Paulo;300;2;3;2;0;acept;furnished;3249
Belo Horizonte;285;4;4;2;0;acept;not furnished;3250
Rio de Janeiro;90;3;1;0;4;not acept;not furnished;3253
Porto Alegre;116;4;3;1;3;acept;furnished;3254
Rio de Janeiro;35;1;1;0;3;not acept;furnished;3255
Belo Horizonte;100;4;2;2;0;acept;not furnished;3256
Campinas;54;1;1;1;5;acept;furnished;3258
Campinas;135;3;2;2;3;acept;not furnished;3258
São Paulo;250;3;3;3;0;acept;not furnished;3259
São Paulo;90;2;1;0;1;not acept;not furnished;3260
São Paulo;95;3;2;3;20;not acept;not furnished;3260
São Paulo;71;3;2;2;10;acept;not furnished;3262
São Paulo;33;1;1;1;13;not acept;furnished;3263
São Paulo;127;2;3;1;0;acept;not furnished;3264
São Paulo;212;4;3;6;0;acept;furnished;3265
Campinas;80;3;2;2;17;acept;not furnished;3267
Porto Alegre;360;3;1;4;0;acept;not furnished;3267
São Paulo;30;1;1;1;4;not acept;not furnished;3267
São Paulo;90;3;2;2;2;acept;not furnished;3267
Rio de Janeiro;50;1;1;1;1;acept;not furnished;3268
Rio de Janeiro;74;2;1;0;11;acept;not furnished;3268
São Paulo;90;3;2;2;15;not acept;not furnished;3268
São Paulo;120;3;2;2;0;acept;not furnished;3268
Rio de Janeiro;100;2;2;1;21;not acept;not furnished;3269
Porto Alegre;109;3;2;1;7;acept;not furnished;3270
São Paulo;65;2;1;1;1;acept;not furnished;3270
São Paulo;95;3;2;2;5;acept;not furnished;3272
Porto Alegre;110;3;1;1;2;acept;not furnished;3273
Campinas;46;1;1;0;5;acept;furnished;3275
Campinas;46;1;1;1;5;acept;furnished;3275
Rio de Janeiro;37;1;1;0;1;acept;not furnished;3275
São Paulo;130;3;3;2;0;acept;not furnished;3277
São Paulo;168;4;2;2;0;acept;not furnished;3277
Porto Alegre;100;3;2;2;2;acept;not furnished;3278
Rio de Janeiro;120;3;2;0;6;acept;not furnished;3278
São Paulo;85;3;2;3;3;acept;furnished;3278
São Paulo;200;3;2;3;0;acept;not furnished;3278
São Paulo;32;1;1;1;13;acept;furnished;3279
São Paulo;250;3;4;2;0;acept;not furnished;3279
Belo Horizonte;298;4;2;3;0;acept;not furnished;3280
São Paulo;34;1;1;0;11;not acept;not furnished;3280
São Paulo;46;2;1;0;8;not acept;not furnished;3280
Belo Horizonte;165;3;2;4;2;acept;furnished;3281
Campinas;101;3;2;0;5;acept;not furnished;3282
São Paulo;86;3;3;2;9;not acept;not furnished;3282
Porto Alegre;75;2;2;2;4;acept;furnished;3283
São Paulo;21;1;1;0;2;acept;not furnished;3283
Rio de Janeiro;55;1;1;0;9;acept;furnished;3284
Belo Horizonte;95;3;2;2;3;not acept;not furnished;3285
Rio de Janeiro;74;2;1;0;1;acept;not furnished;3285
Rio de Janeiro;83;2;1;1;4;acept;not furnished;3285
São Paulo;65;3;2;2;3;acept;not furnished;3285
Porto Alegre;122;3;3;2;2;acept;not furnished;3286
Porto Alegre;56;1;2;1;6;acept;furnished;3287
São Paulo;30;1;1;0;3;acept;furnished;3287
São Paulo;160;3;4;3;0;acept;not furnished;3287
Rio de Janeiro;70;2;1;1;9;acept;not furnished;3288
Rio de Janeiro;82;3;2;2;4;acept;not furnished;3288
São Paulo;103;3;3;2;0;acept;not furnished;3292
Belo Horizonte;120;4;3;2;1;acept;not furnished;3294
Belo Horizonte;120;4;3;2;2;acept;not furnished;3294
Belo Horizonte;120;4;3;2;4;acept;not furnished;3294
Belo Horizonte;120;4;3;2;2;acept;not furnished;3294
Belo Horizonte;120;4;3;2;1;acept;not furnished;3294
Belo Horizonte;120;4;3;2;3;acept;not furnished;3294
São Paulo;73;3;2;2;14;acept;not furnished;3294
São Paulo;82;3;2;2;5;acept;not furnished;3294
Campinas;240;3;4;2;0;acept;not furnished;3296
Porto Alegre;82;3;2;1;6;acept;not furnished;3296
Campinas;254;3;4;2;0;acept;not furnished;3297
São Paulo;42;1;1;0;2;acept;furnished;3298
São Paulo;250;3;3;0;0;acept;not furnished;3299
São Paulo;300;2;4;2;0;acept;furnished;3299
São Paulo;52;1;1;1;11;acept;not furnished;3300
Campinas;140;3;3;2;8;acept;not furnished;3301
Belo Horizonte;105;4;3;3;5;acept;not furnished;3302
São Paulo;70;3;2;2;16;acept;furnished;3302
Porto Alegre;64;2;3;2;2;acept;not furnished;3304
Porto Alegre;99;3;3;1;2;not acept;not furnished;3304
Porto Alegre;147;3;1;1;6;not acept;not furnished;3305
São Paulo;178;3;2;1;2;not acept;not furnished;3305
Belo Horizonte;220;5;4;4;4;acept;not furnished;3306
São Paulo;20;1;1;0;3;acept;furnished;3306
Belo Horizonte;42;1;1;1;15;not acept;not furnished;3308
Belo Horizonte;42;1;1;1;15;not acept;furnished;3308
Porto Alegre;41;1;2;1;9;acept;not furnished;3308
São Paulo;33;1;1;1;1;not acept;furnished;3308
São Paulo;50;2;1;0;2;acept;furnished;3308
Campinas;92;3;2;3;1;acept;furnished;3309
Rio de Janeiro;38;1;1;0;4;not acept;furnished;3310
São Paulo;103;3;2;2;3;acept;not furnished;3310
São Paulo;58;3;1;1;1;acept;furnished;3313
São Paulo;51;1;1;0;1;acept;furnished;3315
São Paulo;129;3;2;2;9;acept;not furnished;3315
Rio de Janeiro;90;3;1;0;4;acept;not furnished;3316
São Paulo;64;2;2;2;8;acept;not furnished;3316
São Paulo;100;2;1;2;0;acept;not furnished;3316
Rio de Janeiro;45;1;1;0;5;not acept;furnished;3317
Porto Alegre;145;3;4;0;2;acept;furnished;3319
São Paulo;38;1;1;1;16;acept;furnished;3319
São Paulo;120;3;3;2;0;acept;not furnished;3319
Rio de Janeiro;116;3;3;2;2;not acept;not furnished;3320
São Paulo;84;3;2;2;8;not acept;not furnished;3320
São Paulo;80;3;1;1;8;acept;furnished;3322
São Paulo;210;3;2;2;0;acept;not furnished;3322
São Paulo;94;2;3;0;9;acept;not furnished;3323
São Paulo;120;3;3;2;11;acept;not furnished;3323
Belo Horizonte;160;4;3;2;5;acept;not furnished;3324
Rio de Janeiro;55;1;1;0;7;not acept;not furnished;3324
Rio de Janeiro;49;1;2;1;10;acept;not furnished;3325
São Paulo;62;2;2;1;9;acept;furnished;3326
São Paulo;120;2;1;1;0;not acept;not furnished;3326
São Paulo;39;1;1;1;3;not acept;furnished;3327
São Paulo;350;3;5;5;0;acept;not furnished;3327
Campinas;208;3;2;4;0;acept;not furnished;3328
Rio de Janeiro;70;1;1;0;1;acept;not furnished;3328
São Paulo;110;3;2;0;0;not acept;not furnished;3328
Porto Alegre;85;2;2;0;7;acept;furnished;3330
Rio de Janeiro;80;2;1;0;2;acept;not furnished;3330
São Paulo;48;1;1;1;2;not acept;not furnished;3330
São Paulo;40;1;1;1;6;not acept;not furnished;3331
Porto Alegre;109;3;2;1;2;acept;furnished;3333
Campinas;60;2;1;1;1;not acept;furnished;3334
Campinas;205;3;2;1;2;acept;not furnished;3334
Porto Alegre;38;1;1;1;9;acept;not furnished;3335
Porto Alegre;70;2;2;1;2;acept;not furnished;3335
Belo Horizonte;100;3;3;1;4;acept;not furnished;3337
Belo Horizonte;180;3;3;2;4;acept;furnished;3338
Belo Horizonte;310;4;3;6;0;acept;not furnished;3338
Porto Alegre;52;1;1;1;20;acept;not furnished;3338
Porto Alegre;83;2;2;1;3;acept;not furnished;3338
São Paulo;31;1;1;1;11;acept;not furnished;3338
São Paulo;300;2;2;0;0;acept;furnished;3338
Belo Horizonte;45;1;1;1;3;not acept;furnished;3340
Belo Horizonte;45;1;1;1;2;not acept;furnished;3340
Campinas;144;4;3;2;13;acept;not furnished;3340
Porto Alegre;74;2;2;0;10;acept;not furnished;3340
São Paulo;70;2;1;1;2;not acept;not furnished;3340
Campinas;80;3;2;2;12;acept;not furnished;3342
São Paulo;29;1;1;0;7;not acept;furnished;3342
São Paulo;86;2;1;1;1;acept;not furnished;3342
Belo Horizonte;162;3;3;2;3;acept;not furnished;3343
São Paulo;86;3;1;1;5;acept;furnished;3344
São Paulo;90;3;2;0;9;acept;not furnished;3344
São Paulo;160;3;1;1;0;acept;not furnished;3344
São Paulo;78;2;2;1;2;acept;not furnished;3345
São Paulo;96;3;3;1;11;acept;not furnished;3345
São Paulo;70;1;1;0;4;acept;not furnished;3347
Belo Horizonte;70;2;3;1;12;acept;furnished;3348
Rio de Janeiro;25;1;1;0;11;not acept;furnished;3350
Rio de Janeiro;62;2;1;0;3;acept;not furnished;3350
São Paulo;86;2;1;1;5;acept;not furnished;3350
São Paulo;115;3;2;1;8;acept;not furnished;3351
São Paulo;37;1;1;0;12;not acept;not furnished;3352
São Paulo;75;3;3;0;12;acept;not furnished;3354
São Paulo;97;3;2;2;6;acept;not furnished;3355
São Paulo;200;3;4;1;10;acept;not furnished;3356
Porto Alegre;60;1;2;2;15;acept;not furnished;3358
São Paulo;40;1;1;1;10;acept;not furnished;3358
São Paulo;60;2;1;1;5;not acept;not furnished;3358
Belo Horizonte;156;4;2;2;3;not acept;not furnished;3360
São Paulo;150;2;3;3;0;acept;not furnished;3360
Campinas;68;3;2;2;9;acept;furnished;3361
Belo Horizonte;169;3;2;4;0;acept;not furnished;3362
Rio de Janeiro;75;2;2;1;3;acept;not furnished;3362
Rio de Janeiro;113;3;1;0;1;not acept;furnished;3363
Rio de Janeiro;70;2;1;1;9;acept;not furnished;3364
Campinas;50;1;1;1;7;not acept;furnished;3365
Porto Alegre;69;2;2;2;10;acept;not furnished;3365
São Paulo;30;1;1;1;14;acept;not furnished;3365
São Paulo;195;3;3;2;0;acept;not furnished;3365
Campinas;55;1;1;1;9;acept;furnished;3366
Porto Alegre;78;3;2;1;4;acept;not furnished;3366
São Paulo;42;1;1;0;2;acept;not furnished;3366
São Paulo;60;2;1;1;6;acept;furnished;3367
Belo Horizonte;42;1;1;1;17;not acept;furnished;3368
Porto Alegre;106;3;3;1;7;acept;not furnished;3369
Porto Alegre;182;3;3;2;0;acept;not furnished;3369
São Paulo;79;3;2;2;3;acept;not furnished;3369
São Paulo;274;2;3;4;0;acept;not furnished;3369
Porto Alegre;90;3;2;2;9;acept;not furnished;3370
Rio de Janeiro;75;2;1;0;5;acept;not furnished;3376
São Paulo;40;1;1;1;8;not acept;not furnished;3376
São Paulo;40;1;1;1;9;not acept;not furnished;3376
São Paulo;40;1;1;1;5;not acept;not furnished;3376
São Paulo;52;2;1;1;6;not acept;furnished;3376
São Paulo;71;2;1;1;7;acept;not furnished;3376
Belo Horizonte;90;2;3;2;15;acept;not furnished;3378
Belo Horizonte;230;4;2;1;2;acept;not furnished;3378
Belo Horizonte;85;2;2;1;1;acept;not furnished;3379
Campinas;52;1;1;1;8;not acept;furnished;3380
Rio de Janeiro;85;3;2;1;4;acept;not furnished;3380
Rio de Janeiro;120;2;3;2;10;acept;not furnished;3380
Porto Alegre;80;3;2;1;6;not acept;not furnished;3381
São Paulo;50;1;1;0;9;not acept;furnished;3382
São Paulo;112;3;2;3;0;acept;not furnished;3382
Belo Horizonte;143;3;2;3;11;not acept;not furnished;3384
Belo Horizonte;164;3;2;2;0;acept;not furnished;3384
Rio de Janeiro;186;3;1;0;10;acept;not furnished;3384
Porto Alegre;83;3;2;1;11;acept;not furnished;3388
Porto Alegre;98;3;2;2;4;not acept;not furnished;3388
Rio de Janeiro;125;3;1;2;3;not acept;not furnished;3388
São Paulo;110;2;2;0;13;acept;not furnished;3389
Belo Horizonte;120;3;2;1;2;acept;furnished;3390
Porto Alegre;180;3;3;2;3;acept;not furnished;3390
Campinas;270;4;4;8;0;acept;not furnished;3393
Porto Alegre;513;3;2;2;3;acept;furnished;3393
Rio de Janeiro;230;3;2;1;0;acept;not furnished;3394
Porto Alegre;220;3;2;2;15;acept;not furnished;3395
Campinas;210;3;3;0;0;acept;not furnished;3396
São Paulo;60;2;1;0;1;acept;not furnished;3396
São Paulo;94;3;2;3;5;acept;not furnished;3398
São Paulo;20;1;1;0;2;not acept;furnished;3399
São Paulo;20;1;1;0;3;not acept;furnished;3399
São Paulo;20;1;1;0;4;not acept;furnished;3399
São Paulo;20;1;1;0;1;not acept;furnished;3399
São Paulo;20;1;1;0;3;not acept;furnished;3399
São Paulo;64;2;1;1;8;acept;furnished;3399
Rio de Janeiro;52;1;1;0;12;not acept;furnished;3400
São Paulo;55;2;1;1;9;acept;furnished;3401
São Paulo;55;2;2;1;11;acept;not furnished;3401
São Paulo;92;2;2;2;17;acept;furnished;3401
Campinas;62;3;2;1;12;acept;not furnished;3402
Belo Horizonte;130;3;2;1;2;acept;not furnished;3403
Belo Horizonte;150;5;3;0;0;acept;not furnished;3404
Campinas;70;1;2;1;11;not acept;furnished;3404
São Paulo;110;2;2;1;1;acept;not furnished;3406
São Paulo;38;1;1;0;1;acept;furnished;3407
Rio de Janeiro;102;3;2;1;2;acept;not furnished;3408
São Paulo;60;2;2;1;1;acept;not furnished;3408
São Paulo;58;2;1;0;4;not acept;not furnished;3409
São Paulo;70;3;2;3;10;acept;furnished;3409
